ФИО;Паспорт;СНИЛС;Симптомы;Врач;Дата визита;Анализы;Дата получения;Стоимость;Карта;Повторный прием
Тимофеев Дмитрий Тимофеевич;N68023348;435-504-861 20;апатия;Психиатр;2024-05-14T13:00;общий анализ крови + биохимический анализ крови + психодиагностика;2024-05-17T08:00;6700 руб.;VTB BANK | MIR | 8575 4531 7435 1251;2024-05-20T09:00
Анисимов Федор Глебович;N99315896;117-982-314 54;кожные проявления, чихание;Аллерголог;2024-07-04T15:00;биохимический анализ крови + аллергопробы + общий анализ крови;2024-07-08T09:00;3700 руб.;MTS BANK | MASTERCARD | 9525 8052 5634 4796;2024-07-09T10:00
Пономарев Прохор Антонович;45 68 849608;571-497-814 18;щелчки при глотании;Лор;2024-11-05T09:00;аудиометрия + общий анализ крови;2024-11-06T13:30;2050 руб.;VTB BANK | VISA | 6408 1838 3224 9891;2024-11-07T14:30
Григорьев Савва Львович;22 46 252929;941-259-357 73;кашель, повышенная температура, отказ от еды;Педиатр;2024-10-02T13:00;биохимический анализ крови;2024-10-07T14:30;850 руб.;VTB BANK | MASTERCARD | 8120 4324 5024 1477;2024-10-08T15:30
Зуев Владислав Эдуардович;AB3387973;111-163-345 83;скованность;Физиотерапевт;2024-02-09T12:00;дарсонвализация + магнитотерапия;2024-02-12T10:00;850 руб.;SBERBANK OF RUSSIA | MIR | 8965 2122 3302 6193;2024-02-13T11:00
Субботин Богдан Федорович;N89970387;305-626-820 17;заикание;Логопед;2024-11-25T12:00;психодиагностика + аудиометрия;2024-11-27T10:30;6200 руб.;TINKOFF BANK | MIR | 3402 2866 1223 5535;2024-11-28T11:30
Журавлев Данила Юрьевич;41 75 373572;545-239-172 34;боли в животе неясного происхождения;Эндоскопист;2024-07-18T16:00;ФГДС;2024-07-19T18:00;5500 руб.;MTS BANK | VISA | 8904 5686 3193 3879;2024-07-22T11:30
Колобов Савва Валентинович;AB4184952;833-939-853 26;першение в горле, заложенность, дискомфорт в носоглотке;Лор;2024-08-26T11:00;общий анализ крови + аудиометрия;2024-08-28T16:00;2050 руб.;SBERBANK OF RUSSIA | VISA | 7089 6604 8432 2036;2024-08-29T17:00
Савин Пётр Игоревич;N93790562;703-261-296 17;необъяснимая потеря веса, снижение аппетита;Онколог;2024-10-08T17:00;общий анализ крови + онкомаркеры + биохимический анализ крови;2024-10-10T14:00;4100 руб.;MTS BANK | MIR | 6782 7894 3644 3282;2024-10-11T15:00
Мочалов Пётр Игоревич;N87591809;861-140-810 81;пищевой дискомфорт;Диетолог;2024-10-07T14:00;биохимический анализ крови;2024-10-08T12:30;850 руб.;SBERBANK OF RUSSIA | VISA | 8820 2367 9956 3344;2024-10-09T13:30
Жданов Дмитрий Ильич;87 41 957383;393-685-391 15;дискомфорт при ходьбе;Ортопед;2024-01-05T10:00;рентген грудной клетки;2024-01-08T13:00;1200 руб.;MTS BANK | VISA | 5906 2866 1118 5304;2024-01-09T14:00
Лазарев Андрей Максимович;N53237141;354-222-962 38;неприятный запах, воспаление десен;Стоматолог;2024-07-04T10:00;общий анализ крови;2024-07-05T14:00;850 руб.;GAZPROMBANK | VISA | 6489 3730 6710 4987;2024-07-08T15:00
Витков Виталий Эдуардович;AB3626094;182-488-243 92;ограничение подвижности, мышечное напряжение, хронические боли;Физиотерапевт;2024-10-17T13:00;магнитотерапия;2024-10-21T09:00;350 руб.;GAZPROMBANK | VISA | 2812 7471 3619 4419;2024-10-22T10:00
Фадеев Лев Богданович;AB7825946;508-699-214 83;жажда;Эндокринолог;2024-08-20T17:00;глюкоза крови + ТТГ;2024-08-23T11:30;670 руб.;MTS BANK | MASTERCARD | 5635 2473 9306 3290;2024-08-26T12:30
Елисеев Всеволод Ильич;AB5149196;166-401-513 61;необъяснимая потеря веса;Онколог;2024-05-13T16:00;онкомаркеры;2024-05-16T15:00;2400 руб.;VTB BANK | VISA | 8937 2722 1657 8689;2024-05-17T16:00
Хмельников Александр Павлович;79 56 138026;941-843-497 51;ломота в теле, слабость;Терапевт;2024-05-09T14:00;общий анализ мочи;2024-05-13T12:00;290 руб.;SBERBANK OF RUSSIA | MIR | 2207 8362 7863 6076;2024-05-14T13:00
Петров Давид Валерьевич;35 19 920315;605-876-669 62;жажда, усталость, нарушение терморегуляции;Эндокринолог;2024-07-15T10:00;ТТГ + глюкоза крови + анализ на гормоны щитовидной железы;2024-07-16T17:00;2170 руб.;MTS BANK | VISA | 1379 2519 6877 3723;2024-07-17T18:00
Большаков Федор Александрович;31 31 825689;731-339-544 68;утомляемость, скованность, снижение подвижности;Реабилитолог;2024-11-05T11:00;механотерапия + общий анализ крови + консультация врача-реабилитолога;2024-11-08T10:00;6050 руб.;TINKOFF BANK | VISA | 7832 4459 4844 5370;2024-11-11T11:00
Ульянов Юрий Евгеньевич;N74150762;764-609-284 34;боли в животе неясного происхождения, трудности глотания;Эндоскопист;2024-12-16T12:00;общий анализ крови;2024-12-17T16:30;850 руб.;MTS BANK | MIR | 9027 2352 6508 6841;2024-12-18T17:30
Лыткин Виктор Елисеевич;97 96 939746;197-178-686 45;вялость;Неонатолог;2024-03-12T14:00;биохимический анализ крови + общий анализ крови + общий анализ мочи;2024-03-15T10:00;1990 руб.;VTB BANK | VISA | 1163 8616 2926 8776;2024-03-18T11:00
Михеев Николай Вадимович;AB1201036;988-830-269 95;неустойчивость, нарушение чувствительности;Невролог;2024-08-05T15:00;общий анализ крови + ЭЭГ;2024-08-07T17:00;2650 руб.;VTB BANK | MIR | 5428 8900 7917 5804;2024-08-08T18:00
Панов Макар Маркович;21 74 524181;666-859-228 92;боль после повреждения;Травматолог;2024-07-02T17:00;МРТ сустава + общий анализ крови + рентген сустава;2024-07-04T17:00;8850 руб.;TINKOFF BANK | MASTERCARD | 1228 2423 6727 1277;2024-07-05T18:00
Царев Михаил Алексеевич;AB8371574;754-801-459 60;системные нарушения, врожденные особенности, атипичные проявления;Генетик;2024-09-05T14:00;общий анализ крови + биохимический анализ крови;2024-09-09T13:00;1700 руб.;GAZPROMBANK | MASTERCARD | 5497 9475 8368 5375;2024-09-10T14:00
Егоров Клим Владимирович;AB1498479;303-648-123 40;головокружение;Кардиолог;2024-09-17T11:00;эхокардиография + общий анализ крови + коагулограмма;2024-09-19T14:30;6150 руб.;VTB BANK | MASTERCARD | 6194 6071 8483 5429;2024-09-20T15:30
Власов Григорий Ростиславович;AB2556938;724-305-239 89;нестабильный пульс;Кардиохирург;2024-04-09T12:00;эхокардиография + ЭКГ + коагулограмма;2024-04-11T12:00;6800 руб.;TINKOFF BANK | MASTERCARD | 6911 9947 8557 1321;2024-04-12T13:00
Мартынов Максим Дмитриевич;N95861666;491-980-110 49;стеснение в груди;Пульмонолог;2024-11-25T12:00;общий анализ крови;2024-11-27T10:00;850 руб.;TINKOFF BANK | VISA | 1354 3500 3613 7992;2024-11-28T11:00
Шилов Елисей Георгиевич;47 40 494317;345-888-763 81;реакции на раздражители;Аллерголог;2024-04-08T12:00;общий анализ крови + биохимический анализ крови + аллергопробы;2024-04-11T15:30;3700 руб.;MTS BANK | MIR | 3255 4493 6335 5922;2024-04-12T16:30
Евсеев Федор Васильевич;AB5003832;577-367-900 26;перепады настроения;Психиатр;2024-07-29T11:00;биохимический анализ крови;2024-07-31T11:30;850 руб.;SBERBANK OF RUSSIA | MIR | 7241 3659 9939 1189;2024-08-01T12:30
Суворов Клим Львович;AB5088519;246-504-444 46;пищевой дискомфорт, снижение энергии, проблемы с весом;Диетолог;2024-02-12T15:00;глюкоза крови + биохимический анализ крови;2024-02-14T14:00;1110 руб.;TINKOFF BANK | VISA | 2637 1457 3066 6434;2024-02-15T15:00
Никифоров Дмитрий Васильевич;N30787097;391-530-292 61;зуд;Дерматолог;2024-01-29T12:00;соскоб кожи на грибки;2024-01-30T14:00;700 руб.;GAZPROMBANK | MIR | 5121 1004 1046 5790;2024-01-31T15:00
Медведев Валерий Елисеевич;AB8874370;546-166-546 99;нестабильный пульс, выраженная боль в груди;Кардиохирург;2024-10-22T10:00;эхокардиография;2024-10-24T10:00;4500 руб.;SBERBANK OF RUSSIA | VISA | 3873 6272 2101 6146;2024-10-25T11:00
Суханов Матвей Алексеевич;80 80 311181;125-684-711 40;скованность движений, утомляемость, нарушение осанки;Ортопед;2024-05-07T14:00;рентген грудной клетки;2024-05-09T09:30;1200 руб.;VTB BANK | MIR | 5752 9553 8546 3873;2024-05-10T10:30
Нестеров Ростислав Витальевич;N51348776;222-758-772 20;замедленное восстановление, снижение подвижности;Реабилитолог;2024-08-15T13:00;консультация врача-реабилитолога + механотерапия;2024-08-16T16:00;5200 руб.;TINKOFF BANK | VISA | 2055 8595 5888 3211;2024-08-19T17:00
